sample_id,label,class,claude_score,model,condition,score,model_used,error
25,mandeep_gmat_student,ambig,40,deepseek/deepseek-v3.2,cortex,15,deepseek/deepseek-v3.2,
25,mandeep_gmat_student,ambig,40,deepseek/deepseek-v3.2,native,60,deepseek/deepseek-v3.2,
26,jason_financial_planner,ambig,45,deepseek/deepseek-v3.2,cortex,25,deepseek/deepseek-v3.2,
26,jason_financial_planner,ambig,45,deepseek/deepseek-v3.2,native,15,deepseek/deepseek-v3.2,
27,anastasia_linkedin_break,ambig,30,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
27,anastasia_linkedin_break,ambig,30,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
28,ron_dad_letter,ambig,35,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
28,ron_dad_letter,ambig,35,deepseek/deepseek-v3.2,native,0,deepseek/deepseek-v3.2,
29,randi_morning_person,ambig,50,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
29,randi_morning_person,ambig,50,deepseek/deepseek-v3.2,native,45,deepseek/deepseek-v3.2,
30,natalie_tuesday_pitch,ambig,50,deepseek/deepseek-v3.2,cortex,20,deepseek/deepseek-v3.2,
30,natalie_tuesday_pitch,ambig,50,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
31,mak_singh_unlock_greatness,clear_ai,88,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
31,mak_singh_unlock_greatness,clear_ai,88,deepseek/deepseek-v3.2,native,75,deepseek/deepseek-v3.2,
32,real_estate_emoji_template,clear_ai,90,deepseek/deepseek-v3.2,cortex,,,"http_502: {""error"":""detection_failed"",""message"":""gemini(gemini-2.5-flash-lite): You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://"
32,real_estate_emoji_template,clear_ai,90,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
33,anchor_bridge_template,clear_ai,80,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
33,anchor_bridge_template,clear_ai,80,deepseek/deepseek-v3.2,native,75,deepseek/deepseek-v3.2,
34,webanix_corporate,clear_ai,85,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
34,webanix_corporate,clear_ai,85,deepseek/deepseek-v3.2,native,80,deepseek/deepseek-v3.2,
35,salesxchange_hashtag_stack,clear_ai,90,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
35,salesxchange_hashtag_stack,clear_ai,90,deepseek/deepseek-v3.2,native,65,deepseek/deepseek-v3.2,
36,nigel_link_bait,clear_ai,85,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
36,nigel_link_bait,clear_ai,85,deepseek/deepseek-v3.2,native,50,deepseek/deepseek-v3.2,
37,b2b_cx_template,clear_ai,82,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
37,b2b_cx_template,clear_ai,82,deepseek/deepseek-v3.2,native,85,deepseek/deepseek-v3.2,
38,bolland_self_serve,clear_ai,78,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
38,bolland_self_serve,clear_ai,78,deepseek/deepseek-v3.2,native,85,deepseek/deepseek-v3.2,
39,steven_jargon_soup,clear_ai,78,deepseek/deepseek-v3.2,cortex,82,deepseek/deepseek-v3.2,
39,steven_jargon_soup,clear_ai,78,deepseek/deepseek-v3.2,native,10,deepseek/deepseek-v3.2,
40,sanket_book_promo,clear_ai,70,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
40,sanket_book_promo,clear_ai,70,deepseek/deepseek-v3.2,native,85,deepseek/deepseek-v3.2,
41,gillian_podcast_announce,clear_ai,70,deepseek/deepseek-v3.2,cortex,28,deepseek/deepseek-v3.2,
41,gillian_podcast_announce,clear_ai,70,deepseek/deepseek-v3.2,native,25,deepseek/deepseek-v3.2,
42,pille_bold_cyrillic,clear_ai,75,deepseek/deepseek-v3.2,cortex,28,deepseek/deepseek-v3.2,
42,pille_bold_cyrillic,clear_ai,75,deepseek/deepseek-v3.2,native,75,deepseek/deepseek-v3.2,
43,charlotte_encouragement,clear_ai,65,deepseek/deepseek-v3.2,cortex,58,deepseek/deepseek-v3.2,
43,charlotte_encouragement,clear_ai,65,deepseek/deepseek-v3.2,native,45,deepseek/deepseek-v3.2,
44,sofia_services_pitch,clear_ai,65,deepseek/deepseek-v3.2,cortex,40,deepseek/deepseek-v3.2,
44,sofia_services_pitch,clear_ai,65,deepseek/deepseek-v3.2,native,45,deepseek/deepseek-v3.2,
45,chinonso_services,clear_ai,75,deepseek/deepseek-v3.2,cortex,65,deepseek/deepseek-v3.2,
45,chinonso_services,clear_ai,75,deepseek/deepseek-v3.2,native,45,deepseek/deepseek-v3.2,
46,renai_unlocking_potential,clear_ai,65,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
46,renai_unlocking_potential,clear_ai,65,deepseek/deepseek-v3.2,native,25,deepseek/deepseek-v3.2,
47,robert_onsite_dispatch,clear_ai,80,deepseek/deepseek-v3.2,cortex,75,deepseek/deepseek-v3.2,
47,robert_onsite_dispatch,clear_ai,80,deepseek/deepseek-v3.2,native,30,deepseek/deepseek-v3.2,
48,unlock_capital_corporate,clear_ai,80,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
48,unlock_capital_corporate,clear_ai,80,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
49,elizabeth_newsletter_announce,clear_ai,70,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
49,elizabeth_newsletter_announce,clear_ai,70,deepseek/deepseek-v3.2,native,65,deepseek/deepseek-v3.2,
50,weam_bot_finished_course,clear_ai,95,deepseek/deepseek-v3.2,cortex,45,deepseek/deepseek-v3.2,
50,weam_bot_finished_course,clear_ai,95,deepseek/deepseek-v3.2,native,50,deepseek/deepseek-v3.2,
51,joann_autism_reflection,human,25,deepseek/deepseek-v3.2,cortex,,,"http_502: {""error"":""detection_failed"",""message"":""gemini(gemini-2.5-flash-lite): You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://"
51,joann_autism_reflection,human,25,deepseek/deepseek-v3.2,native,60,deepseek/deepseek-v3.2,
52,amber_nice_things_sparkle,human,18,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
52,amber_nice_things_sparkle,human,18,deepseek/deepseek-v3.2,native,25,deepseek/deepseek-v3.2,
53,claire_rule_breaker,human,25,deepseek/deepseek-v3.2,cortex,15,deepseek/deepseek-v3.2,
53,claire_rule_breaker,human,25,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
54,samantha_out_of_office,human,22,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
54,samantha_out_of_office,human,22,deepseek/deepseek-v3.2,native,65,deepseek/deepseek-v3.2,
55,maurice_break_note,human,28,deepseek/deepseek-v3.2,cortex,20,deepseek/deepseek-v3.2,
55,maurice_break_note,human,28,deepseek/deepseek-v3.2,native,45,deepseek/deepseek-v3.2,
56,hasin_deaths_reflection,human,12,deepseek/deepseek-v3.2,cortex,15,deepseek/deepseek-v3.2,
56,hasin_deaths_reflection,human,12,deepseek/deepseek-v3.2,native,30,deepseek/deepseek-v3.2,
57,mark_terse_complaint,human,10,deepseek/deepseek-v3.2,cortex,12,deepseek/deepseek-v3.2,
57,mark_terse_complaint,human,10,deepseek/deepseek-v3.2,native,45,deepseek/deepseek-v3.2,
58,elizabeth_dispatch_microphone,human,22,deepseek/deepseek-v3.2,cortex,20,deepseek/deepseek-v3.2,
58,elizabeth_dispatch_microphone,human,22,deepseek/deepseek-v3.2,native,50,deepseek/deepseek-v3.2,
59,colin_bd_honesty,human,22,deepseek/deepseek-v3.2,cortex,38,deepseek/deepseek-v3.2,
59,colin_bd_honesty,human,22,deepseek/deepseek-v3.2,native,50,deepseek/deepseek-v3.2,
60,ivo_bus_loyalty,human,28,deepseek/deepseek-v3.2,cortex,25,deepseek/deepseek-v3.2,
60,ivo_bus_loyalty,human,28,deepseek/deepseek-v3.2,native,70,deepseek/deepseek-v3.2,
61,carol_spring_walk,human,12,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
61,carol_spring_walk,human,12,deepseek/deepseek-v3.2,native,25,deepseek/deepseek-v3.2,
62,tom_morning_brew,human,15,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
62,tom_morning_brew,human,15,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
63,francisco_lost_business_5cents,human,18,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
63,francisco_lost_business_5cents,human,18,deepseek/deepseek-v3.2,native,75,deepseek/deepseek-v3.2,
64,nick_substack_publish,human,18,deepseek/deepseek-v3.2,cortex,25,deepseek/deepseek-v3.2,
64,nick_substack_publish,human,18,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
65,author_efl_earn_words,human,20,deepseek/deepseek-v3.2,cortex,30,deepseek/deepseek-v3.2,
65,author_efl_earn_words,human,20,deepseek/deepseek-v3.2,native,55,deepseek/deepseek-v3.2,
66,sandrine_swedish_cv,human,25,deepseek/deepseek-v3.2,cortex,,,"http_502: {""error"":""detection_failed"",""message"":""gemini(gemini-2.5-flash-lite): You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://"
66,sandrine_swedish_cv,human,25,deepseek/deepseek-v3.2,native,70,deepseek/deepseek-v3.2,
67,mehdy_lng_news,human,32,deepseek/deepseek-v3.2,cortex,38,deepseek/deepseek-v3.2,
67,mehdy_lng_news,human,32,deepseek/deepseek-v3.2,native,65,deepseek/deepseek-v3.2,
68,natalia_alien_confession,human,22,deepseek/deepseek-v3.2,cortex,20,deepseek/deepseek-v3.2,
68,natalia_alien_confession,human,22,deepseek/deepseek-v3.2,native,30,deepseek/deepseek-v3.2,
69,robert_lending_lever,human,35,deepseek/deepseek-v3.2,cortex,62,deepseek/deepseek-v3.2,
69,robert_lending_lever,human,35,deepseek/deepseek-v3.2,native,30,deepseek/deepseek-v3.2,
70,sherelle_youth_report,human,30,deepseek/deepseek-v3.2,cortex,36,deepseek/deepseek-v3.2,
70,sherelle_youth_report,human,30,deepseek/deepseek-v3.2,native,30,deepseek/deepseek-v3.2,
71,rosa_week_reflection,ambig,50,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
71,rosa_week_reflection,ambig,50,deepseek/deepseek-v3.2,native,30,deepseek/deepseek-v3.2,
72,chris_friday_reflection,ambig,45,deepseek/deepseek-v3.2,cortex,32,deepseek/deepseek-v3.2,
72,chris_friday_reflection,ambig,45,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
73,margaret_busy_productive,ambig,40,deepseek/deepseek-v3.2,cortex,20,deepseek/deepseek-v3.2,
73,margaret_busy_productive,ambig,40,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
74,alex_reed_saturday_claude,ambig,25,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
74,alex_reed_saturday_claude,ambig,25,deepseek/deepseek-v3.2,native,35,deepseek/deepseek-v3.2,
75,suzanne_systemic_investing,ambig,55,deepseek/deepseek-v3.2,cortex,42,deepseek/deepseek-v3.2,
75,suzanne_systemic_investing,ambig,55,deepseek/deepseek-v3.2,native,45,deepseek/deepseek-v3.2,
76,mandeep_gmat_anecdote,ambig,40,deepseek/deepseek-v3.2,cortex,15,deepseek/deepseek-v3.2,
76,mandeep_gmat_anecdote,ambig,40,deepseek/deepseek-v3.2,native,30,deepseek/deepseek-v3.2,
77,alex_gluz_pipeline_content,ambig,50,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
77,alex_gluz_pipeline_content,ambig,50,deepseek/deepseek-v3.2,native,45,deepseek/deepseek-v3.2,
78,arlen_rethink_saas,ambig,50,deepseek/deepseek-v3.2,cortex,40,deepseek/deepseek-v3.2,
78,arlen_rethink_saas,ambig,50,deepseek/deepseek-v3.2,native,65,deepseek/deepseek-v3.2,
79,mark_pammesberger_terse,ambig,30,deepseek/deepseek-v3.2,cortex,20,deepseek/deepseek-v3.2,
79,mark_pammesberger_terse,ambig,30,deepseek/deepseek-v3.2,native,25,deepseek/deepseek-v3.2,
80,izzy_freight_pitch,ambig,45,deepseek/deepseek-v3.2,cortex,80,gemini-2.5-flash-lite,
80,izzy_freight_pitch,ambig,45,deepseek/deepseek-v3.2,native,70,deepseek/deepseek-v3.2,
81,izzy_unlock_potential_pitch,clear_ai,70,deepseek/deepseek-v3.2,cortex,,,"http_502: {""error"":""detection_failed"",""message"":""gemini(gemini-2.5-flash-lite): You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://"
81,izzy_unlock_potential_pitch,clear_ai,70,deepseek/deepseek-v3.2,native,45,deepseek/deepseek-v3.2,
82,nick_destin_continued,human,18,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
82,nick_destin_continued,human,18,deepseek/deepseek-v3.2,native,30,deepseek/deepseek-v3.2,
83,jason_financial_made_it,ambig,45,deepseek/deepseek-v3.2,cortex,28,deepseek/deepseek-v3.2,
83,jason_financial_made_it,ambig,45,deepseek/deepseek-v3.2,native,20,deepseek/deepseek-v3.2,
84,ron_dad_letter_short,ambig,38,deepseek/deepseek-v3.2,cortex,12,deepseek/deepseek-v3.2,
84,ron_dad_letter_short,ambig,38,deepseek/deepseek-v3.2,native,75,deepseek/deepseek-v3.2,
85,shubhi_agile_template,clear_ai,60,deepseek/deepseek-v3.2,cortex,60,deepseek/deepseek-v3.2,
85,shubhi_agile_template,clear_ai,60,deepseek/deepseek-v3.2,native,85,deepseek/deepseek-v3.2,
86,nilema_toxic_leaders,clear_ai,60,deepseek/deepseek-v3.2,cortex,15,deepseek/deepseek-v3.2,
86,nilema_toxic_leaders,clear_ai,60,deepseek/deepseek-v3.2,native,30,deepseek/deepseek-v3.2,
87,jon_lance_replacement,human,22,deepseek/deepseek-v3.2,cortex,,,"http_502: {""error"":""detection_failed"",""message"":""gemini(gemini-2.5-flash-lite): You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://"
87,jon_lance_replacement,human,22,deepseek/deepseek-v3.2,native,30,deepseek/deepseek-v3.2,
88,kane_wellness_residences,human,22,deepseek/deepseek-v3.2,cortex,15,deepseek/deepseek-v3.2,
88,kane_wellness_residences,human,22,deepseek/deepseek-v3.2,native,35,deepseek/deepseek-v3.2,
89,shae_followers_milestone,human,20,deepseek/deepseek-v3.2,cortex,12,deepseek/deepseek-v3.2,
89,shae_followers_milestone,human,20,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
90,mia_emerging_leaders,ambig,35,deepseek/deepseek-v3.2,cortex,32,deepseek/deepseek-v3.2,
90,mia_emerging_leaders,ambig,35,deepseek/deepseek-v3.2,native,35,deepseek/deepseek-v3.2,
91,meriel_hr_transformation,ambig,50,deepseek/deepseek-v3.2,cortex,78,deepseek/deepseek-v3.2,
91,meriel_hr_transformation,ambig,50,deepseek/deepseek-v3.2,native,70,deepseek/deepseek-v3.2,
92,kate_rental_car_dialogue,human,12,deepseek/deepseek-v3.2,cortex,15,deepseek/deepseek-v3.2,
92,kate_rental_car_dialogue,human,12,deepseek/deepseek-v3.2,native,70,deepseek/deepseek-v3.2,
93,james_postits_pallet,human,8,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
93,james_postits_pallet,human,8,deepseek/deepseek-v3.2,native,80,deepseek/deepseek-v3.2,
94,mike_tape_backup,human,18,deepseek/deepseek-v3.2,cortex,12,deepseek/deepseek-v3.2,
94,mike_tape_backup,human,18,deepseek/deepseek-v3.2,native,30,deepseek/deepseek-v3.2,
95,narayan_gps_panic,human,18,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
95,narayan_gps_panic,human,18,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
96,reuven_melbourne_call,human,18,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
96,reuven_melbourne_call,human,18,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
97,samuel_em_dash_fragment,clear_ai,75,deepseek/deepseek-v3.2,cortex,15,deepseek/deepseek-v3.2,
97,samuel_em_dash_fragment,clear_ai,75,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
98,amira_just_start_template,clear_ai,78,deepseek/deepseek-v3.2,cortex,32,deepseek/deepseek-v3.2,
98,amira_just_start_template,clear_ai,78,deepseek/deepseek-v3.2,native,35,deepseek/deepseek-v3.2,
99,umaima_uiux_template,ambig,55,deepseek/deepseek-v3.2,cortex,18,deepseek/deepseek-v3.2,
99,umaima_uiux_template,ambig,55,deepseek/deepseek-v3.2,native,45,deepseek/deepseek-v3.2,
100,nancy_authenticity_template,clear_ai,72,deepseek/deepseek-v3.2,cortex,70,deepseek/deepseek-v3.2,
100,nancy_authenticity_template,clear_ai,72,deepseek/deepseek-v3.2,native,40,deepseek/deepseek-v3.2,
1,swati_thought_leadership,clear_ai,85,openai/gpt-5.4-mini,cortex,78,openai/gpt-5.4-mini,
1,swati_thought_leadership,clear_ai,85,openai/gpt-5.4-mini,native,68,openai/gpt-5.4-mini,
2,blackbridge_launch,clear_ai,88,openai/gpt-5.4-mini,cortex,84,openai/gpt-5.4-mini,
2,blackbridge_launch,clear_ai,88,openai/gpt-5.4-mini,native,86,openai/gpt-5.4-mini,
3,lidere360_phases,clear_ai,85,openai/gpt-5.4-mini,cortex,78,openai/gpt-5.4-mini,
3,lidere360_phases,clear_ai,85,openai/gpt-5.4-mini,native,85,openai/gpt-5.4-mini,
4,rewiring_identity,clear_ai,75,openai/gpt-5.4-mini,cortex,81,openai/gpt-5.4-mini,
4,rewiring_identity,clear_ai,75,openai/gpt-5.4-mini,native,78,openai/gpt-5.4-mini,
5,dwayne_ceo_pitch,clear_ai,70,openai/gpt-5.4-mini,cortex,88,openai/gpt-5.4-mini,
5,dwayne_ceo_pitch,clear_ai,70,openai/gpt-5.4-mini,native,92,openai/gpt-5.4-mini,
6,gary_subscribe_pitch,clear_ai,65,openai/gpt-5.4-mini,cortex,80,openai/gpt-5.4-mini,
6,gary_subscribe_pitch,clear_ai,65,openai/gpt-5.4-mini,native,86,openai/gpt-5.4-mini,
7,samuel_em_dash_cadence,clear_ai,80,openai/gpt-5.4-mini,cortex,41,openai/gpt-5.4-mini,
7,samuel_em_dash_cadence,clear_ai,80,openai/gpt-5.4-mini,native,87,openai/gpt-5.4-mini,
8,amira_motivational,clear_ai,75,openai/gpt-5.4-mini,cortex,57,openai/gpt-5.4-mini,
8,amira_motivational,clear_ai,75,openai/gpt-5.4-mini,native,73,openai/gpt-5.4-mini,
9,umaima_motivational_assignment,clear_ai,65,openai/gpt-5.4-mini,cortex,46,openai/gpt-5.4-mini,
9,umaima_motivational_assignment,clear_ai,65,openai/gpt-5.4-mini,native,78,openai/gpt-5.4-mini,
10,nancy_authenticity,clear_ai,70,openai/gpt-5.4-mini,cortex,82,openai/gpt-5.4-mini,
10,nancy_authenticity,clear_ai,70,openai/gpt-5.4-mini,native,84,openai/gpt-5.4-mini,
11,antonio_hyderabad,human,25,openai/gpt-5.4-mini,cortex,70,openai/gpt-5.4-mini,
11,antonio_hyderabad,human,25,openai/gpt-5.4-mini,native,82,openai/gpt-5.4-mini,
12,emily_resonance,human,30,openai/gpt-5.4-mini,cortex,78,openai/gpt-5.4-mini,
12,emily_resonance,human,30,openai/gpt-5.4-mini,native,57,openai/gpt-5.4-mini,
13,priya_cenote,human,12,openai/gpt-5.4-mini,cortex,12,openai/gpt-5.4-mini,
13,priya_cenote,human,12,openai/gpt-5.4-mini,native,64,openai/gpt-5.4-mini,
14,james_hawkins_postits,human,8,openai/gpt-5.4-mini,cortex,16,openai/gpt-5.4-mini,
14,james_hawkins_postits,human,8,openai/gpt-5.4-mini,native,87,openai/gpt-5.4-mini,
15,narayan_gps_analogy,human,18,openai/gpt-5.4-mini,cortex,20,openai/gpt-5.4-mini,
15,narayan_gps_analogy,human,18,openai/gpt-5.4-mini,native,24,openai/gpt-5.4-mini,
16,lance_replacement_story,human,22,openai/gpt-5.4-mini,cortex,28,openai/gpt-5.4-mini,
16,lance_replacement_story,human,22,openai/gpt-5.4-mini,native,72,openai/gpt-5.4-mini,
17,reuven_melbourne,human,18,openai/gpt-5.4-mini,cortex,34,openai/gpt-5.4-mini,
17,reuven_melbourne,human,18,openai/gpt-5.4-mini,native,12,openai/gpt-5.4-mini,
18,kane_wellness_residences,human,22,openai/gpt-5.4-mini,cortex,14,openai/gpt-5.4-mini,
18,kane_wellness_residences,human,22,openai/gpt-5.4-mini,native,34,openai/gpt-5.4-mini,
19,alex_saturday_claude,human,15,openai/gpt-5.4-mini,cortex,18,openai/gpt-5.4-mini,
19,alex_saturday_claude,human,15,openai/gpt-5.4-mini,native,22,openai/gpt-5.4-mini,
20,shae_followers,human,20,openai/gpt-5.4-mini,cortex,22,openai/gpt-5.4-mini,
20,shae_followers,human,20,openai/gpt-5.4-mini,native,32,openai/gpt-5.4-mini,
21,shubhi_agile,ambig,50,openai/gpt-5.4-mini,cortex,83,openai/gpt-5.4-mini,
21,shubhi_agile,ambig,50,openai/gpt-5.4-mini,native,78,openai/gpt-5.4-mini,
22,nilema_toxic_leaders,ambig,55,openai/gpt-5.4-mini,cortex,60,openai/gpt-5.4-mini,
22,nilema_toxic_leaders,ambig,55,openai/gpt-5.4-mini,native,87,openai/gpt-5.4-mini,
23,mia_emerging_leaders,ambig,35,openai/gpt-5.4-mini,cortex,66,openai/gpt-5.4-mini,
23,mia_emerging_leaders,ambig,35,openai/gpt-5.4-mini,native,77,openai/gpt-5.4-mini,
24,meriel_hr_transformation,ambig,50,openai/gpt-5.4-mini,cortex,84,openai/gpt-5.4-mini,
24,meriel_hr_transformation,ambig,50,openai/gpt-5.4-mini,native,74,openai/gpt-5.4-mini,
25,mandeep_gmat_student,ambig,40,openai/gpt-5.4-mini,cortex,40,openai/gpt-5.4-mini,
25,mandeep_gmat_student,ambig,40,openai/gpt-5.4-mini,native,72,openai/gpt-5.4-mini,
26,jason_financial_planner,ambig,45,openai/gpt-5.4-mini,cortex,32,openai/gpt-5.4-mini,
26,jason_financial_planner,ambig,45,openai/gpt-5.4-mini,native,82,openai/gpt-5.4-mini,
27,anastasia_linkedin_break,ambig,30,openai/gpt-5.4-mini,cortex,36,openai/gpt-5.4-mini,
27,anastasia_linkedin_break,ambig,30,openai/gpt-5.4-mini,native,67,openai/gpt-5.4-mini,
28,ron_dad_letter,ambig,35,openai/gpt-5.4-mini,cortex,18,openai/gpt-5.4-mini,
28,ron_dad_letter,ambig,35,openai/gpt-5.4-mini,native,82,openai/gpt-5.4-mini,
29,randi_morning_person,ambig,50,openai/gpt-5.4-mini,cortex,80,openai/gpt-5.4-mini,
29,randi_morning_person,ambig,50,openai/gpt-5.4-mini,native,14,openai/gpt-5.4-mini,
30,natalie_tuesday_pitch,ambig,50,openai/gpt-5.4-mini,cortex,59,openai/gpt-5.4-mini,
30,natalie_tuesday_pitch,ambig,50,openai/gpt-5.4-mini,native,31,openai/gpt-5.4-mini,
31,mak_singh_unlock_greatness,clear_ai,88,openai/gpt-5.4-mini,cortex,80,gemini-2.5-flash-lite,
31,mak_singh_unlock_greatness,clear_ai,88,openai/gpt-5.4-mini,native,84,openai/gpt-5.4-mini,
32,real_estate_emoji_template,clear_ai,90,openai/gpt-5.4-mini,cortex,84,openai/gpt-5.4-mini,
32,real_estate_emoji_template,clear_ai,90,openai/gpt-5.4-mini,native,88,openai/gpt-5.4-mini,
33,anchor_bridge_template,clear_ai,80,openai/gpt-5.4-mini,cortex,85,openai/gpt-5.4-mini,
33,anchor_bridge_template,clear_ai,80,openai/gpt-5.4-mini,native,51,openai/gpt-5.4-mini,
34,webanix_corporate,clear_ai,85,openai/gpt-5.4-mini,cortex,86,openai/gpt-5.4-mini,
34,webanix_corporate,clear_ai,85,openai/gpt-5.4-mini,native,78,openai/gpt-5.4-mini,
35,salesxchange_hashtag_stack,clear_ai,90,openai/gpt-5.4-mini,cortex,84,openai/gpt-5.4-mini,
35,salesxchange_hashtag_stack,clear_ai,90,openai/gpt-5.4-mini,native,85,openai/gpt-5.4-mini,
36,nigel_link_bait,clear_ai,85,openai/gpt-5.4-mini,cortex,81,openai/gpt-5.4-mini,
36,nigel_link_bait,clear_ai,85,openai/gpt-5.4-mini,native,84,openai/gpt-5.4-mini,
37,b2b_cx_template,clear_ai,82,openai/gpt-5.4-mini,cortex,81,openai/gpt-5.4-mini,
37,b2b_cx_template,clear_ai,82,openai/gpt-5.4-mini,native,87,openai/gpt-5.4-mini,
38,bolland_self_serve,clear_ai,78,openai/gpt-5.4-mini,cortex,85,openai/gpt-5.4-mini,
38,bolland_self_serve,clear_ai,78,openai/gpt-5.4-mini,native,86,openai/gpt-5.4-mini,
39,steven_jargon_soup,clear_ai,78,openai/gpt-5.4-mini,cortex,82,openai/gpt-5.4-mini,
39,steven_jargon_soup,clear_ai,78,openai/gpt-5.4-mini,native,86,openai/gpt-5.4-mini,
40,sanket_book_promo,clear_ai,70,openai/gpt-5.4-mini,cortex,79,openai/gpt-5.4-mini,
40,sanket_book_promo,clear_ai,70,openai/gpt-5.4-mini,native,81,openai/gpt-5.4-mini,
41,gillian_podcast_announce,clear_ai,70,openai/gpt-5.4-mini,cortex,47,openai/gpt-5.4-mini,
41,gillian_podcast_announce,clear_ai,70,openai/gpt-5.4-mini,native,78,openai/gpt-5.4-mini,
42,pille_bold_cyrillic,clear_ai,75,openai/gpt-5.4-mini,cortex,78,openai/gpt-5.4-mini,
42,pille_bold_cyrillic,clear_ai,75,openai/gpt-5.4-mini,native,85,openai/gpt-5.4-mini,
43,charlotte_encouragement,clear_ai,65,openai/gpt-5.4-mini,cortex,68,openai/gpt-5.4-mini,
43,charlotte_encouragement,clear_ai,65,openai/gpt-5.4-mini,native,72,openai/gpt-5.4-mini,
44,sofia_services_pitch,clear_ai,65,openai/gpt-5.4-mini,cortex,43,openai/gpt-5.4-mini,
44,sofia_services_pitch,clear_ai,65,openai/gpt-5.4-mini,native,42,openai/gpt-5.4-mini,
45,chinonso_services,clear_ai,75,openai/gpt-5.4-mini,cortex,80,openai/gpt-5.4-mini,
45,chinonso_services,clear_ai,75,openai/gpt-5.4-mini,native,66,openai/gpt-5.4-mini,
46,renai_unlocking_potential,clear_ai,65,openai/gpt-5.4-mini,cortex,88,openai/gpt-5.4-mini,
46,renai_unlocking_potential,clear_ai,65,openai/gpt-5.4-mini,native,76,openai/gpt-5.4-mini,
47,robert_onsite_dispatch,clear_ai,80,openai/gpt-5.4-mini,cortex,55,openai/gpt-5.4-mini,
47,robert_onsite_dispatch,clear_ai,80,openai/gpt-5.4-mini,native,82,openai/gpt-5.4-mini,
48,unlock_capital_corporate,clear_ai,80,openai/gpt-5.4-mini,cortex,77,openai/gpt-5.4-mini,
48,unlock_capital_corporate,clear_ai,80,openai/gpt-5.4-mini,native,72,openai/gpt-5.4-mini,
49,elizabeth_newsletter_announce,clear_ai,70,openai/gpt-5.4-mini,cortex,81,openai/gpt-5.4-mini,
49,elizabeth_newsletter_announce,clear_ai,70,openai/gpt-5.4-mini,native,74,openai/gpt-5.4-mini,
50,weam_bot_finished_course,clear_ai,95,openai/gpt-5.4-mini,cortex,68,openai/gpt-5.4-mini,
50,weam_bot_finished_course,clear_ai,95,openai/gpt-5.4-mini,native,61,openai/gpt-5.4-mini,
51,joann_autism_reflection,human,25,openai/gpt-5.4-mini,cortex,47,openai/gpt-5.4-mini,
